Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,0.08,0.02,0.0,0.0,64.0,8.2,M
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,0.0,0.04,0.06,0.01,,,
Woody Woodpecker Racing,PS,1999.0,Racing,0.06,0.04,0.0,0.01,46.0,,E
Martian Gothic: Unification,PS,2001.0,Adventure,0.06,0.04,0.0,0.01,64.0,6.1,M
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,0.0,0.0,0.11,0.0,,,
Fight Club,XB,2004.0,Fighting,0.08,0.02,0.0,0.0,37.0,4.7,M
WWE 2K17,X360,2016.0,Sports,0.05,0.04,0.0,0.01,,tbd,T
Carnage Heart,PS,1995.0,Strategy,0.01,0.01,0.09,0.01,,,
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,0.0,0.08,0.0,0.02,83.0,5.2,M
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,0.06,0.04,0.0,0.01,,,
Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,0.0,0.0,0.11,0.0,,,
Robotics;Notes,PS3,2012.0,Adventure,0.0,0.0,0.11,0.0,,,
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,0.08,0.03,0.0,0.0,,,
Total Immersion Racing,PS2,2002.0,Racing,0.05,0.04,0.0,0.01,59.0,tbd,E
The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,0.07,0.03,0.0,0.01,50.0,tbd,E10+
Virtual Hydlide,SAT,1995.0,Role-Playing,0.0,0.0,0.11,0.0,,,
Rango: The Video Game,DS,2011.0,Action,0.07,0.03,0.0,0.01,55.0,tbd,E
Warriors Orochi 3,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
Space Invaders,GBA,2002.0,Shooter,0.08,0.03,0.0,0.0,,,
FlatOut: Ultimate Carnage,X360,2007.0,Racing,0.07,0.02,0.0,0.01,80.0,8.8,T
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,0.08,0.0,0.01,0.01,,,
Digimon Digital Card Battle,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,51.0,9,T
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,,
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,0.0,0.04,0.06,0.01,66.0,7.5,T
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,0.0,0.0,0.11,0.0,,,
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,0.05,0.0,0.05,0.01,75.0,7.8,T
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,0.0,0.0,0.11,0.0,,,
Stronghold Kingdoms,PC,2011.0,Strategy,0.0,0.1,0.0,0.01,75.0,4.9,
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,0.0,0.0,0.11,0.0,,,
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,0.1,0.0,0.0,0.01,54.0,7.1,T
Dead to Rights II,XB,2005.0,Shooter,0.08,0.02,0.0,0.0,54.0,7.4,M
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,0.1,0.0,0.0,0.01,45.0,tbd,E
Project: Horned Owl,PS,1995.0,Shooter,0.03,0.02,0.05,0.01,,,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,0.05,0.04,0.0,0.01,60.0,6.5,E10+
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,0.1,0.0,0.0,0.01,79.0,8.5,T
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,0.0,0.0,0.11,0.0,,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,0.0,0.0,0.11,0.0,,,
Skylanders Imaginators,PS3,2016.0,Platform,0.02,0.07,0.0,0.02,,tbd,E10+
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,0.08,0.02,0.0,0.0,63.0,tbd,T
Fate/Extella: The Umbral Star,PS4,2016.0,Action,0.0,0.0,0.11,0.0,,,T
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,0.0,0.0,0.11,0.0,,,
Big League Sports: Summer,DS,2009.0,Sports,0.09,0.0,0.0,0.01,,tbd,E
SimCity 2000,GBA,2003.0,Simulation,0.08,0.03,0.0,0.0,62.0,7.8,E
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,0.06,0.04,0.0,0.01,,,
D,PS,1995.0,Adventure,0.0,0.0,0.1,0.01,,,
Rock Revolution,DS,2008.0,Misc,0.1,0.0,0.0,0.01,,6.8,E10+
X-Men: The Official Game,DS,2006.0,Action,0.1,0.0,0.0,0.01,50.0,7.8,E10+
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,0.05,0.04,0.0,0.01,75.0,7.3,T
Ennichi no Tatsujin,Wii,2006.0,Misc,0.0,0.0,0.1,0.0,,,
Mind Zero,PSV,2013.0,Role-Playing,0.05,0.0,0.04,0.02,59.0,6,T
Rocky Balboa,PSP,2007.0,Sports,0.01,0.09,0.0,0.01,58.0,6.6,T
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Power Pocket Koushien,DS,2005.0,Sports,0.0,0.0,0.1,0.0,,,
Pro Yaky? Spirits 2010,PS2,2010.0,Sports,0.0,0.0,0.1,0.0,,,
Taiko no Tatsujin: V Version,PSV,2015.0,Action,0.0,0.0,0.1,0.0,,,
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,0.05,0.04,0.0,0.01,24.0,4.1,T
Top Spin,PS2,2005.0,Sports,0.05,0.04,0.0,0.01,67.0,7.8,E
Derby Stallion P,PSP,2006.0,Sports,0.0,0.0,0.1,0.0,,,
Family Feud: 2012 Edition,X360,2011.0,Misc,0.1,0.0,0.0,0.01,47.0,5.3,E10+
Kamen Rider: Battride War II,PS3,2014.0,Action,0.0,0.0,0.1,0.0,,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,0.0,0.0,0.1,0.0,,,
UFC: Tapout 2,XB,2003.0,Fighting,0.08,0.02,0.0,0.0,66.0,7.3,T
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
The Book of Unwritten Tales,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,82.0,8.2,T
My First Dollhouse,DS,2010.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
Dreamer Series: Top Model,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,tbd,
Science Papa,DS,2009.0,Misc,0.09,0.01,0.0,0.01,,tbd,E
The Godfather: Mob Wars,PSP,2006.0,Action,0.09,0.0,0.0,0.01,59.0,7.9,M
American Girl: Julie Finds a Way,DS,2007.0,Adventure,0.1,0.0,0.0,0.01,,tbd,E
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,0.0,0.0,0.1,0.0,,,
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,0.0,0.0,0.1,0.0,,,
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,0.1,0.0,0.0,0.01,,tbd,E
Vexx,XB,2003.0,Platform,0.08,0.02,0.0,0.0,70.0,8.5,T
F1 Career Challenge,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,70.0,7.7,E
Pariah,XB,2005.0,Action,0.08,0.02,0.0,0.0,70.0,7.4,M
Cabela's Outdoor Adventures,XB,2005.0,Sports,0.08,0.02,0.0,0.0,,tbd,T
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,0.0,0.0,0.1,0.0,,,
Metal Slug 3,XB,2004.0,Shooter,0.08,0.02,0.0,0.0,76.0,5.1,T
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,0.1,0.0,0.0,0.01,,,
Motocross Mania 3,PS2,2004.0,Racing,0.05,0.04,0.0,0.01,,,T
Sacred 3,PS3,2014.0,Role-Playing,0.03,0.04,0.03,0.01,56.0,3.4,M
Yoostar2,PS3,2011.0,Misc,0.04,0.04,0.0,0.02,54.0,tbd,T
Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,0.0,0.0,0.1,0.0,,,
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,0.09,0.0,0.0,0.01,79.0,6.5,E
Banjo-Pilot,GBA,2005.0,Racing,0.07,0.03,0.0,0.0,68.0,5.9,E
Gallop Racer 2006,PS2,2005.0,Sports,0.02,0.02,0.06,0.01,69.0,8.3,E
Wasteland 2,PC,2015.0,Role-Playing,0.03,0.06,0.0,0.01,81.0,7.3,M
The First Templar,X360,2011.0,Action,0.06,0.04,0.0,0.01,52.0,6.3,T
Patapon 2,PSP,2008.0,Misc,0.0,0.03,0.06,0.01,81.0,8.3,E
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Frogger: Ancient Shadow,PS2,2005.0,Platform,0.05,0.04,0.0,0.01,54.0,4,E
Princess Debut,DS,2008.0,Misc,0.1,0.0,0.0,0.01,71.0,7.4,E
Pro Evolution Soccer 2014,PC,2013.0,Action,0.0,0.1,0.0,0.01,74.0,4.4,E
Despicable Me: The Game,PS2,2010.0,Platform,0.05,0.04,0.0,0.01,,,
Metal Arms: Glitch in the System,GC,2003.0,Shooter,0.08,0.02,0.0,0.0,83.0,9.3,T
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,0.0,0.0,0.1,0.0,,,
The Bachelor: The Videogame,Wii,2010.0,Misc,0.1,0.0,0.0,0.01,,,
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,0.08,0.02,0.0,0.0,81.0,8.5,M
Escape From Monkey Island,PS2,2001.0,Adventure,0.05,0.04,0.0,0.01,84.0,8.2,T
Disney's Chicken Little: Ace In Action,Wii,,Shooter,0.09,0.0,0.0,0.01,72.0,tbd,E10+
The Lord of the Rings: Conquest,DS,2009.0,Action,0.09,0.01,0.0,0.01,61.0,7.8,E10+
Imagine: Soccer Captain,DS,2009.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,0.0,0.0,0.1,0.0,,,
Brain Quest: Grades 5 & 6,DS,2008.0,Misc,0.1,0.0,0.0,0.01,,,
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,0.0,0.0,0.1,0.0,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,0.06,0.03,0.0,0.01,,,
Power Rangers: Super Legends,DS,2007.0,Action,0.08,0.02,0.0,0.01,,,
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,0.0,0.0,0.1,0.0,,,
Kidou Senshi Gundam UC,PS3,2012.0,Action,0.0,0.0,0.1,0.0,,,
Gretzky NHL,PSP,2005.0,Sports,0.1,0.0,0.0,0.01,61.0,7.4,E
Corvette Evolution GT,DS,2008.0,Racing,0.1,0.0,0.0,0.01,,tbd,E
Momotarou Dentetsu 16,Wii,2007.0,Misc,0.0,0.0,0.1,0.0,,,
Dropship: United Peace Force,PS2,2002.0,Simulation,0.05,0.04,0.0,0.01,78.0,8.6,T
Road Rash: Jailbreak,GBA,2003.0,Racing,0.07,0.03,0.0,0.0,78.0,9.3,T
Syberia,XB,2003.0,Action,0.08,0.02,0.0,0.0,72.0,7,T
Thrillville: Off the Rails,PSP,2007.0,Strategy,0.09,0.0,0.0,0.01,72.0,0.6,E10+
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,0.09,0.01,0.0,0.01,66.0,6,E
G1 Jockey 3,PS2,2002.0,Sports,0.02,0.01,0.07,0.0,71.0,9,E
Family Fun Football,Wii,2009.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,0.0,0.0,0.1,0.0,,,
Exit DS,DS,2008.0,Puzzle,0.09,0.0,0.01,0.01,64.0,6.7,E
Revolution X,PS,1995.0,Shooter,0.06,0.04,0.0,0.01,,,
Little Battlers eXperience W,3DS,2013.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Riviera: The Promised Land,GBA,2004.0,Role-Playing,0.07,0.03,0.0,0.0,76.0,9.2,T
Blades of Time,X360,2012.0,Action,0.07,0.02,0.0,0.01,52.0,6.5,M
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,0.05,0.0,0.04,0.01,73.0,7.9,T
Top Gun: Combat Zones,GBA,2004.0,Simulation,0.07,0.03,0.0,0.0,,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014.0,Role-Playing,0.03,0.02,0.05,0.01,,,
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,0.1,0.0,0.0,0.01,,,
Brooktown High: Senior Year,PSP,2007.0,Simulation,0.09,0.0,0.0,0.01,51.0,tbd,T
Bujingai: The Forsaken City,PS2,2003.0,Fighting,0.05,0.04,0.0,0.01,72.0,7.5,T
Doko Demo Issho,PSP,2004.0,Misc,0.0,0.0,0.1,0.0,,,
Universe at War: Earth Assault,X360,2008.0,Action,0.09,0.01,0.0,0.01,66.0,8.3,T
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,0.09,0.01,0.0,0.01,,tbd,E
Gem Quest: 4 Elements,DS,2011.0,Puzzle,0.05,0.05,0.0,0.01,,tbd,E
Beyond Good & Evil,XB,2003.0,Adventure,0.08,0.02,0.0,0.0,,,
Death By Degrees,PS2,2005.0,Action,0.05,0.04,0.0,0.01,51.0,6.2,M
Just In Time Translations,DS,2009.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,0.0,0.0,0.1,0.01,,,
Vandal Hearts II,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,,,
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
Rome: Total War,PC,2004.0,Strategy,0.0,0.09,0.0,0.02,92.0,9.1,T
Toaru Majutsu no Index,PSP,2011.0,Adventure,0.0,0.0,0.1,0.0,,,
Doom 3,PC,2004.0,Shooter,0.05,0.04,0.0,0.01,87.0,7.6,M
WireWay,DS,2009.0,Adventure,0.1,0.0,0.0,0.01,62.0,tbd,E
Astro Boy: The Video Game,DS,2009.0,Action,0.09,0.0,0.0,0.01,34.0,tbd,E
Uta no Prince-Sama: Music,PSP,2011.0,Misc,0.0,0.0,0.1,0.0,,,
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,0.1,0.0,0.0,0.01,59.0,tbd,E
Ride,XOne,2015.0,Racing,0.04,0.05,0.0,0.01,54.0,5.3,E
Culdcept DS,DS,2008.0,Strategy,0.0,0.0,0.1,0.0,,,
NASCAR The Game: Inside Line,X360,2012.0,Racing,0.09,0.0,0.0,0.01,72.0,3.4,E
How to Train Your Dragon 2,PS3,2014.0,Adventure,0.03,0.06,0.0,0.02,,tbd,E10+
JU-ON: The Grudge,Wii,2009.0,Action,0.07,0.01,0.01,0.01,39.0,5.6,M
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,0.09,0.01,0.0,0.01,,,
Colin McRae Rally 04,XB,2004.0,Racing,0.08,0.02,0.0,0.0,84.0,8.1,E
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,0.0,0.0,0.1,0.0,,,
Monster Jam: Maximum Destruction,GBA,2002.0,Racing,0.07,0.03,0.0,0.0,58.0,tbd,E
FIFA Street,XB,2005.0,Sports,0.08,0.02,0.0,0.0,60.0,8,E
Weiss Schwarz Portable,PSP,2011.0,Strategy,0.0,0.0,0.1,0.0,,,
Dora's Big Birthday Adventure,Wii,2010.0,Misc,0.09,0.01,0.0,0.01,,tbd,E
The Sims 4: City Living,PC,2016.0,Simulation,0.02,0.08,0.0,0.01,77.0,5.7,T
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
Dungeons & Dragons Tactics,PSP,2007.0,Strategy,0.09,0.0,0.0,0.01,,,
X-Men: Children of the Atom,PS,1998.0,Fighting,0.06,0.04,0.0,0.01,,,
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.08,0.02,0.0,0.0,63.0,6.2,E
America's Next Top Model,DS,2008.0,Action,0.1,0.0,0.0,0.01,,tbd,E10+
Blitz: The League II,X360,2008.0,Sports,0.08,0.01,0.0,0.01,68.0,7.2,M
Math Blaster in the Prime Adventure,DS,2009.0,Misc,0.09,0.0,0.0,0.01,,tbd,E
Blue Stinger,DC,1999.0,Adventure,0.0,0.0,0.1,0.0,,,
Shellshock,PS,1995.0,Action,0.06,0.04,0.0,0.01,,,
Miami Law,DS,2009.0,Adventure,0.09,0.0,0.0,0.01,56.0,8.8,T
Hot Wheels Ultimate Racing,PSP,2007.0,Action,0.09,0.0,0.0,0.01,60.0,tbd,E
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,0.08,0.02,0.0,0.0,80.0,8.7,T
Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Metal Gear Solid HD Edition,PS3,2011.0,Action,0.0,0.0,0.1,0.0,,,
Hunter: The Reckoning,GC,2002.0,Action,0.08,0.02,0.0,0.0,70.0,7.6,M
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
PictoImage,DS,2007.0,Puzzle,0.09,0.0,0.0,0.01,61.0,tbd,E
Urban Chaos,PS,1999.0,Action,0.06,0.04,0.0,0.01,,,
Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,0.06,0.03,0.0,0.01,,tbd,E10+
Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,0.0,0.0,0.1,0.0,,,
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
PDC World Championship Darts: Pro Tour,PS3,2010.0,Sports,0.0,0.08,0.0,0.02,,,
Heavy Fire: Afghanistan,Wii,2011.0,Shooter,0.09,0.0,0.0,0.01,,tbd,T
Freaky Flyers,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,66.0,tbd,T
Baten Kaitos Origins,GC,2006.0,Role-Playing,0.06,0.02,0.02,0.0,75.0,8.9,T
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,0.04,0.03,0.02,0.01,57.0,7.2,T
Football Manager 2014,PSV,2013.0,Sports,0.0,0.08,0.0,0.02,,,
Dark Summit,XB,2001.0,Sports,0.08,0.02,0.0,0.0,71.0,tbd,T
Penguin no Mondai: The World,DS,2010.0,Adventure,0.0,0.0,0.1,0.0,,,
Flushed Away,DS,2006.0,Platform,0.09,0.0,0.0,0.01,,,
NHL 2004,GC,2003.0,Sports,0.08,0.02,0.0,0.0,85.0,8.4,E
Hakuouki Portable,PSP,2009.0,Adventure,0.0,0.0,0.1,0.0,,,
Surf's Up,X360,2007.0,Sports,0.09,0.0,0.0,0.01,61.0,6.1,E10+
Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,0.0,0.08,0.0,0.02,,,
Cabela's Adventure Camp,X360,2011.0,Misc,0.07,0.02,0.0,0.01,,tbd,E
X-Men: The Official Game,XB,2006.0,Action,0.08,0.02,0.0,0.0,53.0,8.1,T
RLH: Run Like Hell,PS2,2002.0,Shooter,0.05,0.04,0.0,0.01,58.0,8.2,M
Digimon Adventure,PSP,2013.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Backyard Baseball '10,Wii,2009.0,Sports,0.09,0.0,0.0,0.01,,tbd,E
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,0.09,0.0,0.0,0.01,71.0,6.3,E10+
The Ant Bully,PS2,2006.0,Platform,0.05,0.04,0.0,0.01,52.0,4.2,E10+
Conflict: Global Terror,XB,2005.0,Shooter,0.08,0.02,0.0,0.0,62.0,7.9,M
Minority Report: Everybody Runs,GC,2002.0,Action,0.08,0.02,0.0,0.0,53.0,tbd,T
Monster Rancher EVO,PS2,2005.0,Role-Playing,0.02,0.02,0.05,0.01,58.0,6.8,E10+
Football Director DS,DS,2008.0,Sports,0.0,0.1,0.0,0.0,,,
Project Hacker: Kakusei,DS,2006.0,Action,0.0,0.0,0.1,0.0,,,
SimAnimals Africa,DS,2009.0,Simulation,0.08,0.02,0.0,0.01,,tbd,E
Karaoke Revolution,PS3,2009.0,Misc,0.07,0.02,0.0,0.01,66.0,tbd,T
Terraria,PSV,2013.0,Action,0.0,0.01,0.09,0.0,85.0,7.8,T
Guitar Hero: Van Halen,PS2,2009.0,Misc,0.05,0.04,0.0,0.01,,tbd,T
The Whispered World,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,70.0,7.6,E
Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,0.06,0.04,0.0,0.01,,,
Disney's The Haunted Mansion,GC,2003.0,Platform,0.08,0.02,0.0,0.0,,,
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,0.0,0.0,0.1,0.0,,,
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,0.09,0.01,0.0,0.01,,5.1,E10+
Water Sports,Wii,2009.0,Action,0.05,0.04,0.0,0.01,,tbd,E
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,0.08,0.01,0.0,0.01,53.0,6.5,T
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,0.07,0.0,0.02,0.01,,,
Darius Gaiden,SAT,1995.0,Shooter,0.0,0.0,0.1,0.0,,,
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,0.06,0.03,0.0,0.01,65.0,7,E10+
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,0.08,0.02,0.0,0.0,76.0,8.1,E
Draglade,DS,2007.0,Fighting,0.09,0.0,0.0,0.01,71.0,7.5,E10+
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,0.09,0.0,0.0,0.01,68.0,6.2,E10+
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,0.09,0.0,0.0,0.01,,tbd,M
You Don't Know Jack: Mock 2,PS,2000.0,Misc,0.06,0.04,0.0,0.01,82.0,tbd,E
3D Tank Warfare Simulator Panzer Front,PS,1999.0,Simulation,0.06,0.04,0.0,0.01,,,
Jade Cocoon 2,PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,76.0,7.8,T
Lord of Apocalypse,PSV,2011.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Igor: The Game,Wii,2008.0,Adventure,0.09,0.0,0.0,0.01,,tbd,E
Kabushiki Baibai Trainer: Kabutore!,DS,2006.0,Simulation,0.0,0.0,0.1,0.0,,,
Dancing on Ice,Wii,2010.0,Sports,0.0,0.09,0.0,0.01,,,
Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,0.06,0.0,0.03,0.01,41.0,5.3,E10+
The Destiny of Zorro,Wii,2009.0,Action,0.09,0.0,0.0,0.01,,tbd,E10+
Sword & Sorcery,SAT,1996.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Van Helsing,GBA,2004.0,Action,0.07,0.03,0.0,0.0,33.0,6.3,T
Bee Movie Game,PS2,2007.0,Action,0.05,0.04,0.0,0.01,65.0,7.5,E
Resident Evil: Revelations 2,PSV,2015.0,Action,0.0,0.03,0.07,0.01,65.0,7.8,M
Record of Agarest War Zero,X360,2010.0,Strategy,0.09,0.0,0.0,0.01,,6.8,T
HOP,DS,2011.0,Platform,0.08,0.01,0.0,0.01,,,
USA Today Puzzle Craze,DS,2009.0,Puzzle,0.09,0.0,0.0,0.01,,tbd,E
Machi-Ing Maker 3 x Tousouchuu,PSP,2010.0,Simulation,0.0,0.0,0.1,0.0,,,
Truth or Lies,Wii,2010.0,Misc,0.04,0.05,0.0,0.01,,tbd,T
Kelly Slater's Pro Surfer,XB,2002.0,Sports,0.08,0.02,0.0,0.0,80.0,8,E
My Healthy Cooking Coach,DS,,Simulation,0.09,0.0,0.0,0.01,,tbd,E
SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,0.08,0.02,0.0,0.0,,,
NFL Tour,X360,2008.0,Sports,0.09,0.0,0.0,0.01,49.0,3.1,E
Master of the Monster Lair,DS,2007.0,Role-Playing,0.09,0.0,0.0,0.01,56.0,tbd,E10+
Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,0.08,0.02,0.0,0.01,37.0,4.1,T
Sudoku Mania,DS,2006.0,Puzzle,0.09,0.0,0.0,0.01,25.0,3.5,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,0.05,0.04,0.0,0.01,49.0,8,E10+
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997.0,Shooter,0.0,0.0,0.1,0.0,,,
Resident Evil: Revelations 2,XOne,2015.0,Action,0.07,0.02,0.0,0.01,75.0,7.5,M
Thief (2014),PC,2014.0,Action,0.0,0.09,0.0,0.01,,,
Vanishing Point,PS,2001.0,Racing,0.06,0.04,0.0,0.01,68.0,tbd,E
Dragonseeds,PS,1998.0,Action,0.03,0.02,0.04,0.01,,,
The Bard's Tale,XB,2004.0,Role-Playing,0.08,0.02,0.0,0.0,75.0,8.8,T
Nodame Cantabile,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,0.09,0.0,0.0,0.01,,,
Alien Hominid,PS2,2004.0,Shooter,0.05,0.04,0.0,0.01,78.0,8.3,T
World Snooker Championship 2007,PS3,2007.0,Sports,0.0,0.1,0.0,0.0,,,
L'Aigle de Guerre,GBA,2001.0,Strategy,0.0,0.0,0.1,0.0,,,
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Action,0.0,0.0,0.1,0.0,,,
Lode Runner 3-D,N64,1998.0,Action,0.08,0.02,0.0,0.0,,,
Indy Racing 2000,N64,2000.0,Racing,0.08,0.02,0.0,0.0,,,
GT64 Championship Edition,N64,1998.0,Racing,0.08,0.02,0.0,0.0,,,
Milo's Astro Lanes,N64,1998.0,Sports,0.08,0.02,0.0,0.0,,,
Jeopardy!,N64,1998.0,Misc,0.08,0.02,0.0,0.0,,,
Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,0.08,0.02,0.0,0.0,,,
Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,0.08,0.02,0.0,0.0,,,
Virtual Pool 64,N64,1998.0,Sports,0.08,0.02,0.0,0.0,,,
Flying Dragon,N64,1997.0,Fighting,0.08,0.02,0.0,0.0,,,
International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,0.0,0.0,0.05,0.05,,,
Gekido,PS,1999.0,Fighting,0.06,0.04,0.0,0.01,,,
Myst,DS,2007.0,Adventure,0.09,0.0,0.0,0.01,43.0,3.5,E
Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,0.0,0.0,0.1,0.0,,,
Disney's The Jungle Book,GBA,2002.0,Platform,0.07,0.03,0.0,0.0,60.0,tbd,E
